"COD_CLIENTE";"CAT_EDAD";"ESTADO_CIVIL";"NIVEL_ESTUDIOS";"RANGO_INGRESOS";"SEXO"
"CLI0047468822";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0044512361";"2_MINUS30";"SOLTERO";"SECUNDARIA";">=2000";"MUJER"
"CLI0010643271";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0077173601";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"<600";"HOMBRE"
"CLI0008348513";"4_PLUS40";"CASADO";"SECUNDARIA";"[1000-2000>";"MUJER"
"CLI0020900202";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0044544862";"2_MINUS30";"SOLTERO";"PRIMARIA";"<600";"HOMBRE"
"CLI0046870824";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE"
"CLI0047147702";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"HOMBRE"
"CLI0042192322";"2_MINUS30";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"MUJER"
"CLI0023712797";"4_PLUS40";"CASADO";"PRIMARIA";"[600-1000>";"HOMBRE"
"CLI0016723758";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"HOMBRE"
"CLI0008368118";"4_PLUS40";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"MUJER"
"CLI0010089869";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0047856292";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0041377171";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0025817796";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[1000-2000>";"MUJER"
"CLI0029224895";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";"HOMBRE"
"CLI0006507199";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[600-1000>";"HOMBRE"
"CLI0043208059";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0009791604";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"HOMBRE"
"CLI0032921581";"4_PLUS40";"SOLTERO";"SECUNDARIA";"<600";"MUJER"
"CLI0006621105";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"MUJER"
"CLI0041532556";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0045766066";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0000502532";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE"
"CLI0020564728";"4_PLUS40";"SOLTERO";"SECUNDARIA";"<600";"MUJER"
"CLI0023184086";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"MUJER"
"CLI0020974444";"4_PLUS40";"CASADO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0007044138";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[1000-2000>";"MUJER"
"CLI0008388668";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER"
"CLI0009793121";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0045840993";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0006610180";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE"
"CLI0041496241";"3_30_40";"SOLTERO";"PRIMARIA";"[1000-2000>";"MUJER"
"CLI0045384155";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0045143987";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0046267954";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"MUJER"
"CLI0008867567";"4_PLUS40";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"MUJER"
"CLI0071914317";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"MUJER"
"CLI0046890109";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"HOMBRE"
"CLI0033340805";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";"HOMBRE"
"CLI0045269456";"3_30_40";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"MUJER"
"CLI0016503391";"4_PLUS40";"CASADO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0000499136";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";"MUJER"
"CLI0008916925";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"HOMBRE"
"CLI0080008778";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER"
"CLI0009438155";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"HOMBRE"
"CLI0009542050";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0010526163";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";"HOMBRE"
"CLI0045501343";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0044900970";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0026673217";"4_PLUS40";"CASADO";"UNIVERSIDAD";">=2000";"HOMBRE"
"CLI0048327912";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"MUJER"
"CLI0010305698";"3_30_40";"CASADO";"UNIVERSIDAD";">=2000";"HOMBRE"
"CLI0007149527";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0003200765";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER"
"CLI0048497765";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"HOMBRE"
"CLI0047486420";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0042602376";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE"
"R_10451017671";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"HOMBRE"
"CLI0043934746";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"HOMBRE"
"CLI0029278640";"4_PLUS40";"CASADO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0024719186";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"MUJER"
"CLI0047042454";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0043581870";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0071484754";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"HOMBRE"
"CLI0025443564";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"HOMBRE"
"CLI0040990884";"3_30_40";"SOLTERO";"PRIMARIA";"[1000-2000>";"HOMBRE"
"CLI0025765869";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"MUJER"
"CLI0044279969";"2_MINUS30";"CASADO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0044566883";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"HOMBRE"
"CLI0006674944";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[600-1000>";"MUJER"
"CLI0045591683";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"DR_00007518840";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"MUJER"
"CLI0080216834";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER"
"CLI0044705132";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0029669383";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";"MUJER"
"CLI0047347257";"2_MINUS30";"SOLTERO";"PRIMARIA";"<600";"HOMBRE"
"CLI0015409473";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0020026057";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"HOMBRE"
"CLI0047991595";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER"
"CLI0019242660";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0042132100";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"HOMBRE"
"CLI0043728767";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0041788670";"2_MINUS30";"SOLTERO";"SECUNDARIA";">=2000";"HOMBRE"
"CLI0025751658";"4_PLUS40";"CASADO";"SECUNDARIA";"[1000-2000>";"MUJER"
"CLI0042605200";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0021299106";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"HOMBRE"
"CLI0008256452";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";"HOMBRE"
"CLI0009478736";"4_PLUS40";"CASADO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0020071136";"3_30_40";"SOLTERO";"UNIVERSIDAD";">=2000";"HOMBRE"
"CLI0046662083";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0047893226";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"<600";"MUJER"
"CLI0001074001";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER"
"CLI0077051772";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"HOMBRE"
"CLI0042545612";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0040095671";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER"
"DR_00045722725";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE"
"CLI0008291528";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0022271566";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0044254747";"2_MINUS30";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"MUJER"
"CLI0029421418";"4_PLUS40";"CASADO";"SECUNDARIA";">=2000";"HOMBRE"
"CLI0071463395";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"[1000-2000>";"HOMBRE"
"CLI0022474256";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE"
"CLI0045146985";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"HOMBRE"
"CLI0047154639";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0048451902";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"HOMBRE"
"CLI0044567846";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE"
"CLI0046766219";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0044005113";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0043919431";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE"
"CLI0007171944";"4_PLUS40";"CASADO";"SIN_ESTUDIOS";"[1000-2000>";"HOMBRE"
"CLI0027983142";"4_PLUS40";"SOLTERO";"PRIMARIA";"[1000-2000>";"HOMBRE"
"CLI0018100016";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";"MUJER"
"CLI0048621946";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"MUJER"
"R_10208896674";"4_PLUS40";"CASADO";"UNIVERSIDAD";">=2000";"MUJER"
"CLI0025724830";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE"
"CLI0000931662";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER"
"CLI0007445334";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER"
"CLI0006042596";"4_PLUS40";"SOLTERO";"PRIMARIA";"[1000-2000>";"MUJER"
"CLI0010022095";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"HOMBRE"
"CLI0041316675";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE"
"CLI0047801295";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE"
"CLI0040875633";"3_30_40";"SOLTERO";"UNIVERSIDAD";">=2000";"HOMBRE"
"CLI0032954489";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";"HOMBRE"
"CLI0043130213";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0071919039";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"HOMBRE"
"CLI0048418554";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"HOMBRE"
"CLI0023881400";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"HOMBRE"
"CLI0041938611";"2_MINUS30";"SOLTERO";"SECUNDARIA";">=2000";"MUJER"
"CLI0009985529";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE"
"CLI0045295934";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE"
"CLI0023939871";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"HOMBRE"
"CLI0046788804";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"HOMBRE"
"CLI0080234872";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE"
"CLI0005614452";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0025786417";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER"
"CLI0016739539";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";"HOMBRE"
"CLI0080213144";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE"
"CLI0040931535";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0043073309";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0029580094";"4_PLUS40";"CASADO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0046741638";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0041463087";"3_30_40";"CASADO";"PRIMARIA";"[600-1000>";"MUJER"
"CLI0009095697";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE"
"CLI0046046684";"2_MINUS30";"SOLTERO";"PRIMARIA";"[1000-2000>";"HOMBRE"
"CLI0007456711";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE"
"CLI0042718728";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0044544914";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE"
"CLI0080266071";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE"
"CLI0040863269";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE"
"CLI0042748551";"2_MINUS30";"SOLTERO";"SECUNDARIA";">=2000";"HOMBRE"
"CLI0074217626";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0042838338";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE"
"CLI0045857263";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"MUJER"
"CLI0025774749";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";"MUJER"
"CLI0004624645";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[600-1000>";"HOMBRE"
"CLI0010801610";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE"
"CLI0009123945";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"MUJER"
"CLI0002668506";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"MUJER"
"R_10026083317";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"MUJER"
"CLI0044019433";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"HOMBRE"
"CLI0043982347";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"MUJER"
"CLI0021861642";"4_PLUS40";"CASADO";"UNIVERSIDAD";">=2000";"HOMBRE"
"CLI0042178471";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER"
"CLI0041060206";"3_30_40";"SOLTERO";"PRIMARIA";"[1000-2000>";"HOMBRE"
"CLI0008592589";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE"
"DR_00040202355";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0070763040";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"MUJER"
"CLI0047636693";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"MUJER"
"CLI0080672464";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER"
"CLI0047305035";"2_MINUS30";"SOLTERO";"PRIMARIA";"<600";"MUJER"
"CLI0002407078";"4_PLUS40";"SOLTERO";"PRIMARIA";"[1000-2000>";"HOMBRE"
"CLI0018040199";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE"
"CLI0073772470";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"MUJER"
"CLI0010638400";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0019254257";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"MUJER"
"CLI0021806602";"4_PLUS40";"SOLTERO";"SECUNDARIA";">=2000";"HOMBRE"
"CLI0008311707";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0048490026";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"MUJER"
"CLI0006008393";"4_PLUS40";"SOLTERO";"PRIMARIA";"[1000-2000>";"MUJER"
"CLI0071323619";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0018126627";"3_30_40";"SOLTERO";"UNIVERSIDAD";">=2000";"MUJER"
"CLI0047795863";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER"
"CLI0025705064";"4_PLUS40";"SOLTERO";"SECUNDARIA";">=2000";"MUJER"
"CLI0009970212";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"HOMBRE"
"CLI0000371007";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER"
"CLI0044476725";"2_MINUS30";"SOLTERO";"UNIVERSIDAD";">=2000";"MUJER"
"CLI0044448246";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0041483805";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";"MUJER"
"CLI0045860994";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"MUJER"
"CLI0017953424";"4_PLUS40";"SOLTERO";"SECUNDARIA";"<600";"HOMBRE"
"CLI0019527766";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER"
"CLI0041454672";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0045775460";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE"
"CLI0045502906";"2_MINUS30";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"HOMBRE"
"CLI0007974647";"4_PLUS40";"CASADO";"UNIVERSIDAD";">=2000";"HOMBRE"
"CLI0042489413";"2_MINUS30";"SOLTERO";"PRIMARIA";"<600";"MUJER"
"CLI0043996194";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER"
"CLI0048354248";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"HOMBRE"
"CLI0041517880";"3_30_40";"SOLTERO";"PRIMARIA";"<600";"HOMBRE"
"CLI0018157678";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"MUJER"
"CLI0046133682";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"MUJER"
"CLI0010860963";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE"
"CLI0047188240";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0002856778";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0044041855";"2_MINUS30";"SOLTERO";"SECUNDARIA";">=2000";"MUJER"
"CLI0046668263";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0008807408";"4_PLUS40";"CASADO";"SECUNDARIA";">=2000";"HOMBRE"
"CLI0041810452";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE"
"CLI0017939147";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"MUJER"
"CLI0021782270";"4_PLUS40";"SOLTERO";"PRIMARIA";">=2000";"HOMBRE"
"CLI0046225209";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER"
"CLI0032869796";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0025446837";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0047611919";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"HOMBRE"
"CLI0047719597";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0000920503";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0047119675";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"MUJER"
"CLI0041164024";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0020699715";"4_PLUS40";"SOLTERO";"SECUNDARIA";">=2000";"HOMBRE"
"CLI0006876654";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"MUJER"
"CLI0002617967";"4_PLUS40";"CASADO";"SECUNDARIA";">=2000";"MUJER"
"CLI0041228750";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"MUJER"
"CLI0032763263";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE"
"CLI0045676235";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE"
"CLI0047798286";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0023867181";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"MUJER"
"CLI0072939388";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER"
"DR_00047602857";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0018141577";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE"
"CLI0046638649";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0044553056";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0041479868";"3_30_40";"CASADO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0042137905";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE"
"CLI0040072986";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"MUJER"
"CLI0045615842";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0007971393";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"HOMBRE"
"CLI0045463131";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0006145844";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE"
"CLI0043555589";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"MUJER"
"CLI0029540261";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"DR_00048296842";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"<600";"MUJER"
"CLI0072222464";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"<600";"MUJER"
"CLI0047581057";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"MUJER"
"CLI0047686387";"2_MINUS30";"SOLTERO";"PRIMARIA";"<600";"HOMBRE"
"CLI0029728015";"3_30_40";"SOLTERO";"UNIVERSIDAD";">=2000";"MUJER"
"CLI0042321207";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0040352932";"3_30_40";"CASADO";"SECUNDARIA";"[1000-2000>";"HOMBRE"
"CLI0008407580";"4_PLUS40";"CASADO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0006767235";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER"
"CLI0007877638";"4_PLUS40";"SOLTERO";"SECUNDARIA";">=2000";"MUJER"
"CLI0046864844";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0043633784";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0073242841";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"HOMBRE"
"CLI0047283931";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"HOMBRE"
"CLI0005954807";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0006258178";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0044657453";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0045535309";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0009445177";"4_PLUS40";"SOLTERO";"SECUNDARIA";">=2000";"HOMBRE"
"CLI0044992589";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE"
"CLI0073052287";"2_MINUS30";"SOLTERO";"PRIMARIA";"<600";"HOMBRE"
"CLI0008782019";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE"
"CLI0020073833";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[1000-2000>";"HOMBRE"
"CLI0042376860";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER"
"CLI0027251405";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER"
"CLI0003845595";"4_PLUS40";"SOLTERO";"PRIMARIA";">=2000";"MUJER"
"CLI0048204642";"2_MINUS30";"SOLTERO";"PRIMARIA";"<600";"MUJER"
"CLI0045653646";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0040628496";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
